Order_ID,Order_Date,Customer_ID,Region,City,Store,Sales_Channel,Category,Product,Quantity,Unit_Price,Discount_Percent,Discount_Amount,Sales,Cost,Profit,Payment_Method,Customer_Type,Salesperson
ORD-01912,2025-01-04,CUST-01417,North,Delhi,Store F,Store,Grocery,Cooking Oil,5,204.53,10,102.26,920.38,582.99,337.4,UPI,Returning,SP-020
ORD-06392,2025-01-04,CUST-00783,North,Chandigarh,Store F,Store,Electronics,Laptop,2,86794.83,20,34717.93,138871.73,114408.4,24463.33,Debit Card,Returning,SP-012
ORD-06027,2025-01-04,CUST-00715,Central,Bhopal,Store C,Store,Home Appliances,Refrigerator,2,58488.7,10,11697.74,105279.66,78216.56,27063.1,UPI,Returning,SP-006
ORD-02729,2025-01-04,CUST-00148,Central,Nagpur,Store E,Online,Clothing,Shoes,2,3921.1,0,0.0,7842.2,4953.96,2888.24,Net Banking,Returning,SP-030
ORD-01329,2025-01-04,CUST-02472,East,Ranchi,Store F,Store,Electronics,Smartphone,3,33031.26,15,14864.07,84229.71,71660.18,12569.53,UPI,Returning,SP-030
ORD-07113,2025-01-04,CUST-01215,Central,Bhopal,Store A,Online,Furniture,Sofa,1,52768.69,0,0.0,52768.69,34724.46,18044.23,UPI,Returning,SP-004
ORD-05707,2025-01-04,CUST-00065,South,Kochi,Store C,Store,Electronics,Laptop,1,79058.46,0,0.0,79058.46,64075.27,14983.19,Debit Card,Returning,SP-007
ORD-01724,2025-01-04,CUST-02441,North,Delhi,Store B,Store,Furniture,Bed,1,45807.49,0,0.0,45807.49,36930.09,8877.4,Credit Card,Returning,SP-017
ORD-07366,2025-01-04,CUST-01667,South,Hyderabad,Store D,Online,Clothing,Dress,1,3132.78,15,469.92,2662.86,1753.04,909.82,UPI,Returning,SP-029
ORD-09828,2025-01-04,CUST-02237,South,Bengaluru,Store D,Online,Electronics,Smartphone,4,33675.07,0,0.0,134700.28,102021.41,32678.87,Credit Card,Returning,SP-019
ORD-00969,2025-01-04,CUST-01555,South,Hyderabad,Store D,Store,Home Appliances,Vacuum Cleaner,1,13037.45,0,0.0,13037.45,9271.64,3765.81,UPI,Returning,SP-024
ORD-09813,2025-01-04,CUST-01308,Central,Bhopal,Store E,Online,Grocery,Cooking Oil,1,701.46,10,70.15,631.31,404.73,226.58,Cash,Returning,SP-018
ORD-01487,2025-01-04,CUST-01904,North,Chandigarh,Store F,Store,Clothing,Jacket,1,3913.11,0,0.0,3913.11,2675.13,1237.98,Credit Card,Returning,SP-024
ORD-05497,2025-01-04,CUST-01932,Central,Indore,Store D,Online,Home Appliances,Washing Machine,1,37119.26,20,7423.85,29695.41,20858.27,8837.13,Credit Card,Returning,SP-001
ORD-00949,2025-01-04,CUST-01915,West,Surat,Store B,Online,Home Appliances,Washing Machine,2,35034.17,15,10510.25,59558.09,48673.25,10884.83,Debit Card,Returning,SP-012
ORD-05286,2025-01-05,CUST-02390,East,Ranchi,Store A,Store,Grocery,Snacks,1,290.88,15,43.63,247.25,196.71,50.53,Cash,New,SP-011
ORD-00416,2025-01-05,CUST-00179,Central,Bhopal,Store C,Store,Electronics,Smartphone,1,34300.74,20,6860.15,27440.59,19673.43,7767.16,Credit Card,Returning,SP-005
ORD-05344,2025-01-05,CUST-00757,West,Mumbai,Store A,Online,Grocery,Snacks,4,410.24,10,164.1,1476.86,1101.13,375.73,UPI,New,SP-002
ORD-07521,2025-01-05,CUST-00111,Central,Nagpur,Store F,Online,Grocery,Rice,1,1466.85,25,366.71,1100.14,725.74,374.39,Debit Card,New,SP-001
ORD-00129,2025-01-05,CUST-00234,Central,Nagpur,Store D,Online,Home Appliances,Air Conditioner,1,32635.76,0,0.0,32635.76,28658.64,3977.12,Net Banking,Returning,SP-020
ORD-04798,2025-01-05,CUST-00827,Central,Raipur,Store E,Store,Electronics,Laptop,1,79941.76,10,7994.18,71947.58,59448.0,12499.58,Cash,Returning,SP-028
ORD-00721,2025-01-05,CUST-00714,South,Chennai,Store B,Store,Furniture,Office Chair,1,10908.91,5,545.45,10363.46,7897.38,2466.08,Credit Card,New,SP-010
ORD-02052,2025-01-05,CUST-01806,East,Ranchi,Store E,Online,Furniture,Office Chair,1,11523.38,15,1728.51,9794.87,6869.84,2925.03,Credit Card,New,SP-001
ORD-02432,2025-01-05,CUST-00990,West,Pune,Store A,Online,Grocery,Cooking Oil,1,366.67,15,55.0,311.67,195.81,115.86,UPI,Returning,SP-009
ORD-01092,2025-01-05,CUST-01257,Central,Indore,Store B,Store,Electronics,Smartphone,4,38732.38,5,7746.48,147183.04,95565.6,51617.45,Debit Card,Returning,SP-022
ORD-05666,2025-01-05,CUST-01533,Central,Bhopal,Store F,Store,Home Appliances,Vacuum Cleaner,3,6102.97,10,1830.89,16478.02,10711.81,5766.21,Credit Card,New,SP-028
ORD-07281,2025-01-05,CUST-00448,East,Kolkata,Store B,Online,Home Appliances,Washing Machine,1,54316.19,20,10863.24,43452.95,33846.45,9606.5,Credit Card,New,SP-016
ORD-03495,2025-01-05,CUST-01522,West,Ahmedabad,Store A,Store,Electronics,Smartphone,2,28732.01,0,0.0,57464.02,45087.69,12376.33,Net Banking,New,SP-015
ORD-01045,2025-01-05,CUST-01760,East,Patna,Store D,Online,Electronics,Smartwatch,2,5695.1,15,1708.53,9681.67,7556.33,2125.34,UPI,Loyal,SP-013
ORD-05424,2025-01-05,CUST-00301,Central,Indore,Store F,Store,Home Appliances,Microwave,1,16135.62,0,0.0,16135.62,10151.38,5984.24,Debit Card,Loyal,SP-027
ORD-07253,2025-01-05,CUST-00704,North,Lucknow,Store E,Online,Home Appliances,Washing Machine,4,35474.46,20,28379.57,113518.27,80124.42,33393.85,Cash,Returning,SP-017
ORD-03478,2025-01-05,CUST-01701,Central,Indore,Store E,Online,Clothing,Jacket,1,4629.13,5,231.46,4397.67,3525.69,871.98,Cash,Returning,SP-016
ORD-02282,2025-01-05,CUST-01416,North,Jaipur,Store A,Store,Grocery,Tea,1,389.52,15,58.43,331.09,224.92,106.17,Debit Card,New,SP-020
ORD-02331,2025-01-05,CUST-02068,South,Chennai,Store D,Online,Furniture,Bookshelf,3,4271.64,10,1281.49,11533.43,8168.37,3365.06,Cash,Returning,SP-012
ORD-02910,2025-01-05,CUST-02439,West,Mumbai,Store D,Store,Home Appliances,Air Conditioner,1,40028.4,10,4002.84,36025.56,29885.1,6140.46,Debit Card,New,SP-010
ORD-01562,2025-01-05,CUST-00495,Central,Bhopal,Store E,Store,Home Appliances,Vacuum Cleaner,1,6389.03,10,638.9,5750.13,4657.9,1092.23,Cash,Returning,SP-029
ORD-04271,2025-01-05,CUST-00231,North,Jaipur,Store F,Store,Grocery,Cooking Oil,1,330.39,10,33.04,297.35,238.45,58.9,Debit Card,Returning,SP-020
ORD-00614,2025-01-05,CUST-00695,East,Bhubaneswar,Store F,Online,Furniture,Study Table,1,6483.49,5,324.17,6159.32,4309.88,1849.43,Credit Card,Loyal,SP-016
ORD-00843,2025-01-05,CUST-01516,West,Mumbai,Store C,Online,Grocery,Beverages,1,48.65,20,9.73,38.92,24.24,14.68,Cash,New,SP-027
ORD-07770,2025-01-05,CUST-00694,East,Bhubaneswar,Store A,Online,Home Appliances,Refrigerator,2,60062.82,0,0.0,120125.64,91043.17,29082.47,Debit Card,New,SP-002
ORD-03908,2025-01-05,CUST-02260,North,Lucknow,Store A,Online,Electronics,Tablet,2,24546.76,25,12273.38,36820.14,22986.91,13833.23,Cash,Returning,SP-002
ORD-03932,2025-01-06,CUST-00844,North,Chandigarh,Store F,Online,Clothing,T-Shirt,1,518.77,5,25.94,492.83,378.36,114.47,Net Banking,New,SP-015
ORD-04664,2025-01-06,CUST-01072,East,Patna,Store B,Store,Home Appliances,Microwave,1,10081.71,5,504.09,9577.62,8324.88,1252.74,Credit Card,New,SP-020
ORD-04309,2025-01-06,CUST-01042,West,Ahmedabad,Store A,Store,Grocery,Cooking Oil,1,753.17,25,188.29,564.88,465.95,98.93,Cash,Returning,SP-001
ORD-05417,2025-01-06,CUST-01214,North,Chandigarh,Store E,Online,Electronics,Laptop,2,87124.39,25,43562.2,130686.58,90891.1,39795.48,Debit Card,Returning,SP-002
ORD-00965,2025-01-06,CUST-01582,Central,Indore,Store E,Online,Home Appliances,Air Conditioner,3,38588.75,10,11576.62,104189.62,91187.19,13002.43,Cash,Returning,SP-017
ORD-06858,2025-01-06,CUST-02346,East,Patna,Store E,Store,Home Appliances,Washing Machine,2,25448.26,15,7634.48,43262.04,33192.01,10070.03,UPI,New,SP-006
ORD-06154,2025-01-06,CUST-01908,East,Kolkata,Store A,Online,Clothing,Jacket,3,1619.01,10,485.7,4371.33,3334.5,1036.83,UPI,New,SP-014
ORD-04538,2025-01-06,CUST-00634,Central,Indore,Store E,Store,Clothing,T-Shirt,1,1587.49,10,158.75,1428.74,1167.59,261.16,Credit Card,New,SP-011
ORD-08011,2025-01-06,CUST-00396,North,Lucknow,Store F,Store,Home Appliances,Air Conditioner,3,34087.48,25,25565.61,76696.83,54479.37,22217.46,Net Banking,Returning,SP-023
ORD-08735,2025-01-06,CUST-01619,South,Hyderabad,Store F,Store,Furniture,Bookshelf,1,4391.85,20,878.37,3513.48,2707.76,805.72,Debit Card,Loyal,SP-006
ORD-08885,2025-01-06,CUST-02409,West,Mumbai,Store B,Store,Clothing,Jeans,2,2866.98,10,573.4,5160.56,3275.96,1884.6,Debit Card,Returning,SP-003
ORD-00742,2025-01-06,CUST-00126,West,Surat,Store F,Online,Furniture,Office Chair,1,10299.08,20,2059.82,8239.26,6981.59,1257.68,Debit Card,Loyal,SP-012
ORD-05508,2025-01-06,CUST-01222,North,Jaipur,Store F,Online,Grocery,Snacks,2,123.46,5,12.35,234.57,198.64,35.94,Debit Card,Loyal,SP-004
ORD-05499,2025-01-06,CUST-02283,Central,Indore,Store B,Store,Clothing,Jacket,1,2910.42,10,291.04,2619.38,2180.35,439.02,Credit Card,Loyal,SP-023
ORD-05232,2025-01-06,CUST-01853,East,Kolkata,Store C,Store,Furniture,Study Table,1,15188.3,5,759.42,14428.88,9001.99,5426.9,Debit Card,Loyal,SP-027
ORD-06509,2025-01-06,CUST-01761,North,Lucknow,Store A,Store,Home Appliances,Microwave,1,9562.03,25,2390.51,7171.52,4640.25,2531.27,Debit Card,Loyal,SP-025
ORD-06221,2025-01-06,CUST-01559,East,Kolkata,Store A,Online,Furniture,Bookshelf,1,9395.05,0,0.0,9395.05,6156.88,3238.17,UPI,Loyal,SP-026
ORD-05109,2025-01-06,CUST-02350,Central,Raipur,Store B,Online,Grocery,Beverages,2,82.61,10,16.52,148.7,109.03,39.66,Cash,Returning,SP-029
ORD-09298,2025-01-06,CUST-00716,North,Lucknow,Store A,Store,Electronics,Smartwatch,1,2605.04,10,260.5,2344.54,2019.52,325.01,UPI,Loyal,SP-016
ORD-09088,2025-01-06,CUST-00400,East,Ranchi,Store D,Store,Furniture,Sofa,1,23154.0,15,3473.1,19680.9,13990.84,5690.06,Debit Card,Returning,SP-030
ORD-00335,2025-01-06,CUST-01831,West,Mumbai,Store F,Store,Furniture,Office Chair,3,6555.28,20,3933.17,15732.67,12612.11,3120.56,UPI,New,SP-010
ORD-00935,2025-01-06,CUST-00821,South,Chennai,Store A,Online,Grocery,Snacks,2,380.18,20,152.07,608.29,445.55,162.74,UPI,Loyal,SP-013
ORD-08812,2025-01-07,CUST-00557,Central,Indore,Store F,Store,Electronics,Smartphone,1,30459.33,25,7614.83,22844.5,17023.56,5820.94,Debit Card,Returning,SP-025
